id,rooms,address,price,lat,lon,canton
777,3.5,"1756 Lovens, Contact agency for the address",1520,46.7733470,7.0200516,fribourg
778,3.5,"Düdingen, Hägliweg 7",1470,46.8513871,7.1895621,fribourg
779,3.5,"Noréaz, Route du Lac 3",1320,46.8016194,7.0281436,fribourg
780,2.5,"St-Aubin FR, Route de la Côte 19",1300,46.8897530,6.9786557,fribourg
781,2.5,"Fribourg, Rue de Lausanne 20",1530,46.8057299,7.1598049,fribourg
782,3.5,"Corbières, Champ-Raboud 13",1970,46.6584759,7.1019797,fribourg
783,5.5,"Châtel-St-Denis, Chemin du Tilleul 4",2590,46.5280656,6.8998157,fribourg
784,3.5,"Matran, IMP. CHAMP-RIOND 24",1770,46.7876685,7.1046011,fribourg
785,5.5,"Marly, Route de Confin 23",1690,46.7745379,7.1659508,fribourg
786,3.5,"Matran, IMP. CHAMP-RIOND 22",1770,46.7875600,7.1043922,fribourg
787,5.5,"Matran, IMP. CHAMP-RIOND 26",3400,46.7877683,7.1048624,fribourg
788,4.5,"Fribourg, RUE LOCARNO 6",1850,46.7998281,7.1510682,fribourg
789,2.5,"Fribourg, Passage du Cardinal 14",1560,46.7992863,7.1479080,fribourg
790,2.5,"Fribourg, Rue de l'Hôpital 35",1290,46.8062698,7.1543044,fribourg
791,2.5,"La Tour-de-Trême, Chemin de la Colline 17",1060,46.6078497,7.0637879,fribourg
792,2.5,"Granges-Paccot, Allée des Sources 1",1140,46.8214666,7.1545311,fribourg
793,3.5,"Bulle, Rue du Vieux-Pont 61",1440,46.6144707,7.0611690,fribourg
794,2.5,"Morat, Hauptgasse 5",1530,46.9280177,7.1163227,fribourg
795,3.5,"Marly, Route de la Colline 4",1390,46.7819400,7.1510843,fribourg
796,3.5,"Chavannes-les-Forts, Route d'Oron 154",1810,46.6484232,6.8951520,fribourg
797,3.5,"Pont-la-Ville, Pré-du-Grenier d'Avau 31",1590,46.6957182,7.1123730,fribourg
798,6.5,"Villars-sur-Glâne, Route des Martinets 61b",3900,46.7899119,7.1266401,fribourg
799,4.5,"Villars-sur-Glâne, Impasse du Pré-Henry 10",1875,46.7939279,7.1398687,fribourg
800,4.5,"Domdidier, Derrière-chez-Brun 35",1550,46.8656994,7.0062737,fribourg
801,3.5,"Bulle, Route de Vuippens 52",1530,46.6278089,7.0616275,fribourg
802,3.5,"Dompierre FR, Vers le Ru 6",1690,46.8517459,6.9918297,fribourg
803,3.5,"Belfaux, Route d'Autafond 41",1740,46.8217202,7.0927634,fribourg
804,4.5,"Le Pâquier-Montbarry, Rue de la Gare 1",2290,46.5889734,7.0593808,fribourg
805,3.5,"Bulle, Rue Nicolas-Glasson 9-11-11A",1690,46.6171279,7.0556348,fribourg
806,3.5,"Fribourg, Impasse du Castel 13",1430,46.8171567,7.1753284,fribourg
807,3,"Fribourg, Avenue du Général-Guisan 34",1370,46.8111790,7.1490810,fribourg
808,3.5,"Fribourg, Passage du Cardinal 4",1890,46.7988507,7.1474834,fribourg
809,3.5,"Granges-Paccot, Rte du Coteau 42",1400,46.8193064,7.1435854,fribourg
810,4,"Bulle, Rue des Trois-Trèfles 4",1400,46.6147685,7.0519018,fribourg
811,3,"Marly, Chemin du Bois-des-Rittes 20",1370,46.7866946,7.1474442,fribourg
812,5.5,"Fribourg, Av. Général-Guisan 2",1700,46.8135091,7.1579058,fribourg
813,3.5,"Billens, Chemin du Riau 4a",1580,46.6908288,6.8975371,fribourg
814,4.5,"La Tour-de-Trême, Chemin des Noisetiers 26",2045,46.6047578,7.0713167,fribourg
815,2.5,"Fribourg, Route du Châtelet 4",1050,46.7975737,7.1448735,fribourg
816,3.5,"Fribourg, Route Henri-Dunant 14",1640,46.8058889,7.1787560,fribourg
817,3.5,"Fribourg, Avenue Jean-Gambach 16",2050,46.8045233,7.1482370,fribourg
818,4.5,"Bulle, Rue de Préville 28",1860,46.6169095,7.0552091,fribourg
819,3,"Fribourg, Route de Villars 42",1420,46.7995624,7.1371109,fribourg
820,2.5,"Siviriez, Route de l'Eglise 8",1000,46.6577968,6.8780904,fribourg
821,4.5,"Lentigny, Route de la Cure 4",1240,46.7595360,7.0044805,fribourg
822,2.5,"Fribourg, Passage du Cardinal 16",1530,46.7991180,7.1479887,fribourg
823,3.5,"Fribourg, rte Joseph - Chaley 31",1250,46.8057581,7.1766908,fribourg
824,1,"Fribourg, Rte des Arsenaux 21",780,46.7975478,7.1506972,fribourg
825,3.5,"Fribourg, Rue de la Carrière 2",1570,46.8026726,7.1458011,fribourg
826,3.5,"Granges-Paccot, Rte de Chamblioux 21",1900,46.8131914,7.1397819,fribourg
827,4.5,"Tentlingen, Kreuzweg 7",1390,46.7678824,7.1988653,fribourg
828,2.5,"Rueyres-St-Laurent, Route du Ferrage 7",1170,46.7160581,7.0355445,fribourg
829,3,"Rosé, Route de la Côte 20",1200,46.7841234,7.0627672,fribourg
830,4.5,"Schmitten FR, Karolinestrasse 6",1530,46.8637776,7.2541873,fribourg
831,3.5,"Matran, IMP. CHAMP-RIOND 9",1850,46.7873697,7.1039088,fribourg
832,3.5,"Fribourg, Rte Joseph-Chaley 11",1220,46.8071006,7.1736539,fribourg
833,3.5,"Fribourg, av. Jean - Marie - Musy 4",1240,46.8076256,7.1755381,fribourg
834,2.5,"Le Mouret, PASSAGE QUERRO 7",1450,46.7482810,7.1703450,fribourg
835,3.5,"Fribourg, Rue de l'Industrie 7",1705,46.7958740,7.1533508,fribourg
836,3.5,"Bulle, Rue de la Lécheretta 23",1530,46.6193173,7.0555043,fribourg
837,3,"Fribourg, route des arsenaux 6",2700,46.7983394,7.1492634,fribourg
838,3,"Fribourg, Rue de Locarno 8",1460,46.7998008,7.1505805,fribourg
839,3.5,"Fribourg, Route de la Gruyère 1",2050,46.7987677,7.1455422,fribourg
840,3.5,"Marly, Allée Charles-Edouard-Guillaume 11",1690,46.7761988,7.1540352,fribourg
841,3.5,"Romanens, Impasse de la Becca 4",1600,46.6512791,6.9660250,fribourg
842,3.5,"Fribourg, Chemin de Monséjour 10",1710,46.8010983,7.1458876,fribourg
843,3.5,"Mannens, Ch. du Champ-Vernard 6",1450,46.7942563,6.9688411,fribourg
844,2.5,"Chandon, Le Malforin 20",1500,46.8518404,7.0493610,fribourg
845,5.5,"St-Aubin FR, Route de la Côte 19",2150,46.8897530,6.9786557,fribourg
846,4.5,"Fribourg, Rue Jacques-Gachoud 8",1880,46.7951192,7.1552184,fribourg
847,3.5,"Le Pâquier-Montbarry, En-Crêta 15",1650,46.5943257,7.0596840,fribourg
848,3,"Fribourg, Rue François - Guillimann 15",1650,46.7980915,7.1511354,fribourg
849,3,"Rechthalten, Grossi Matta 7",1200,46.7678553,7.2366367,fribourg
850,4.5,"Cormérod, RTE DE L'ANCIEN POSTE 24",1300,46.8647124,7.0895060,fribourg
851,3.5,"Courtepin, Route de la Gare 6",1540,46.8682077,7.1237851,fribourg
852,4.5,"Romont FR, Paul Bondallaz 7",1670,46.6908242,6.9124635,fribourg
853,2.5,"Marly, Rue des Frères-Lumière 18",1620,46.7747911,7.1539355,fribourg
854,1.5,"Bulle, Rue du Câro 30",1030,46.6266080,7.0629750,fribourg
855,3.5,"Rue, Rue de la Chapellenie 3",1410,46.6191049,6.8219081,fribourg
856,3.5,"St. Antoni, Burgbühl 64",1700,46.8259322,7.2607569,fribourg
857,3.5,"Fribourg, Avenue Jean-Marie Musy 15",1290,46.8091845,7.1751407,fribourg
858,3,"Estavayer-le-Lac, Chemin des Fontany 5",1350,46.8438778,6.8467672,fribourg
859,2.5,"Billens, Chemin du Riau 4a",1300,46.6908288,6.8975371,fribourg
860,3.5,"Billens, Chemin du Riau 4a",1800,46.6908288,6.8975371,fribourg
861,1.5,"Romont FR, Pré de la Grange 25",810,46.6869248,6.9153819,fribourg
862,2.5,"Farvagny-le-Grand, Montban 20",1400,46.7183210,7.0601152,fribourg
863,2.5,"Broc, Route de Montsalvens 26",1150,46.6020065,7.1048872,fribourg
864,2.5,"Bulle, Rue Nicolas-Glasson 9-11-11A",1350,46.6171279,7.0556348,fribourg
865,4.5,"Châtel-St-Denis, Le Bourg 138",1515,46.5303187,6.9039951,fribourg
866,4,"Fribourg, Rue Jean-Grimoux 10",1450,46.8073810,7.1556253,fribourg
867,3,"Fribourg, Avenue du Général-Guisan 34",1390,46.8112499,7.1491274,fribourg
868,3,"Fribourg, Route Mon-Repos 19",1170,46.8073509,7.1730107,fribourg
869,3.5,"Villars-sur-Glâne, Chemin Pérolles d'en Haut 12",1740,46.7954115,7.1368697,fribourg
870,3.5,"Rossens FR, Imp. du Pré de l'Eglise 3",1930,46.7192893,7.0992566,fribourg
871,4.5,"Marly, Rue des Frères-Lumière 27",2140,46.7747230,7.1559283,fribourg
872,2.5,"Fribourg, Rte de Bertigny 11",1250,46.8024219,7.1440847,fribourg
873,3.5,"Fribourg, Chemin des Grenadiers 2",N/A,46.8084532,7.1520541,fribourg
874,1,"Belfaux, Route de la Rosière 50",1030,46.8269165,7.0939592,fribourg
875,3.5,"Marly, Chemin des Epinettes 67",1600,46.7793576,7.1505847,fribourg
876,4.5,"Belfaux, Rte des Vuarines 24",1250,46.8173442,7.1087543,fribourg
877,3.5,"Alterswil FR, Alpenblick 10",1300,46.7945255,7.2620532,fribourg
878,2.5,"Marly, Allée Charles Edouard Guillaume 1b",1550,46.7766592,7.1546874,fribourg
879,2.5,"Châtel-St-Denis, Avenue de la Gare 52",1119,46.5272761,6.8980474,fribourg
880,5.5,"Broc, Rue du Prieuré 6 a",2480,46.6037532,7.0963701,fribourg
881,3.5,"Marly, Rue des Frères-Lumière 6",1850,46.7750420,7.1522291,fribourg
882,3.5,"Vuisternens-en-Ogoz, Chemin du Bregeau 2",1400,46.7098192,7.0579154,fribourg
883,3.5,"Léchelles, Chemin de la Place des Sports 6",1390,46.8305011,7.0172135,fribourg
884,3.5,"Villars-sur-Glâne, Route de la Glâne 132 B",1770,46.7905136,7.1377582,fribourg
885,3.5,"Fribourg, Boulevard de Pérolles 32",1580,46.7988746,7.1532228,fribourg
886,3.5,"Léchelles, Chemin de la Belle Adze 32",1100,46.8279489,7.0101036,fribourg
887,3.5,"Ursy, Route de Moudon 49",1495,46.6381859,6.8314643,fribourg
888,1,"Fribourg, Rue de Morat 37",1130,46.8090935,7.1583907,fribourg
889,5.5,"Montagny-la-Ville, Rue Centrale 29",1290,46.8169511,6.9946374,fribourg
890,1,"Fribourg, RTE GRAND-PRE 14",810,46.7980332,7.1405068,fribourg
891,4.5,"1563 Dompierre FR, Contact agency for the address",1900,46.8574818,6.9951510,fribourg
892,3.5,"Fribourg, Rue de l'Industrie 9",1680,46.7957938,7.1528569,fribourg
893,5.5,"Granges-Paccot, Rte de Chamblioux 21",2900,46.8131914,7.1397819,fribourg
894,2.5,"Granges-Paccot, Rte de Chamblioux 21",1600,46.8131914,7.1397819,fribourg
895,5.5,"Bulle, Rue Auguste-Majeux 66",2300,46.6144440,7.0665221,fribourg
896,3.5,"Posieux, Route de l'Ecole 11",1508,46.7634039,7.0939046,fribourg
897,3,"Rosé, Route de la Côte 21",1200,46.7836080,7.0625120,fribourg
898,3.5,"Marly, Allée Charles-Edouard-Guillaume 15",1750,46.7757769,7.1544040,fribourg
899,4.5,"Fribourg, Avenue Jean-Bourgknecht 16",1445,46.8137016,7.1510579,fribourg
900,2.5,"Fribourg, Passage du Cardinal 18",1370,46.7991164,7.1477976,fribourg
901,3.5,"Matran, IMP. CHAMP-RIOND 8",2000,46.7886392,7.1042938,fribourg
902,3.5,"Fribourg, Rte Sainte Thérèse 2e",1860,46.8099583,7.1490988,fribourg
903,5.5,"Matran, Route d'Avry 24",2440,46.7860592,7.0840504,fribourg
904,3.5,"La Tour-de-Trême, Chemin de la Colline 15",1550,46.6076134,7.0638335,fribourg
905,4.5,"Vuisternens-en-Ogoz, Chemin du Bregeau 2",1660,46.7097931,7.0579917,fribourg
906,5.5,"Fribourg, Bd de Pérolles 15",2200,46.8003229,7.1516567,fribourg
907,4,"Fribourg, route des arsenaux 6",2850,46.7983394,7.1492634,fribourg
908,3,"Fribourg, Chemin de Montrevers 25",1590,46.8104994,7.1546869,fribourg
909,6.5,"Marsens, Le rafour 45",2450,46.6535468,7.0596540,fribourg
910,4.5,"Fribourg, Route de Marly 27",1900,46.7904086,7.1600620,fribourg
911,4.5,"Givisiez, Route du Château-d'Affry 7b",2740,46.8113579,7.1347525,fribourg
912,4.5,"Marly, Rue des Frères-Lumière 27",2140,46.7747230,7.1559283,fribourg
913,2.5,"Marly, Allée Charles-Edouard-Guillaume 11",1420,46.7761988,7.1540352,fribourg
914,3.5,"Marly, Rue des Frères-Lumière 14",1900,46.7748031,7.1543092,fribourg
915,4.5,"Fribourg, Rte des Arsenaux 3b",1900,46.8014980,7.1507386,fribourg
916,3.5,"Schmitten FR, Karolinestrasse 2",1390,46.8566990,7.2480485,fribourg
917,2.5,"Fribourg, Rue de Lausanne 85",1620,46.8059751,7.1599105,fribourg
918,3.5,"Fribourg, Route de Beaumont 4",1430,46.7962798,7.1443566,fribourg
919,2.5,"Pringy, Route du Pâquier 9",1390,46.5831753,7.0709613,fribourg
920,3.5,"Marly, Route du Centre 6",1440,46.7826601,7.1498587,fribourg
921,2,"Belfaux, Route de la Rosière 52",1120,46.8270495,7.0941115,fribourg
922,4.5,"Cousset, Route des Buissons 19",1430,46.8188111,6.9806443,fribourg
923,1,"Villars-sur-Glâne, Avenue Jean-Paul II 11",620,46.8059901,7.1387215,fribourg
924,5.5,"Belfaux, Champ Bonjard 61",2030,46.8188075,7.1013197,fribourg
925,5.5,"Le Mouret, Château Petite Riedera 20",3250,46.7449157,7.1849825,fribourg
926,3.5,"Sugiez, Route du Péage 6",1920,46.9643933,7.1170791,fribourg
927,3.5,"Morat, Hauptgasse 5",1950,46.9280177,7.1163227,fribourg
928,3.5,"Dompierre FR, Route de Russy 14",1800,46.8498480,6.9903586,fribourg
929,3.5,"Fribourg, Chemin de Monséjour 11",1590,46.8011391,7.1469432,fribourg
930,4.5,"La Tour-de-Trême, Chemin des Noisetiers 26",2025,46.6047578,7.0713167,fribourg
931,1,"Bulle, Rue du Pays-d'Enhaut 85",990,46.6161128,7.0622912,fribourg
932,3.5,"Courgevaux, Rte Principale 21",2050,46.9110117,7.1126258,fribourg
933,2.5,"1566 St-Aubin FR, Contact agency for the address",1490,46.8919428,6.9794436,fribourg
934,4.5,"Marly, Route du publiet 6",2110,46.7772328,7.1613937,fribourg
935,4.5,"Marly, Route du Châtelet 9 / gauche",1390,46.7760218,7.1625208,fribourg
936,3.5,"Fribourg, Ch. de Monséjour 19",1330,46.8015053,7.1459747,fribourg
937,1,"Fribourg, Impasse de la Forêt 20",670,46.8134284,7.1702422,fribourg
938,2,"Bulle, Rue de la Léchère 61",1560,46.6258016,7.0509046,fribourg
939,3.5,"Fribourg, Route de Beaumont 3",1500,46.7954668,7.1435645,fribourg
940,3.5,"Villars-sur-Glâne, Route de Villars-Vert 34",1330,46.8007631,7.1298863,fribourg
941,1.5,"Fribourg, Route des Arsenaux 39",680,46.7966123,7.1515823,fribourg
942,3.5,"Fribourg, Route de la Veveyse 16",1370,46.7963132,7.1392838,fribourg
943,4.5,"Montet (Broye), Au Village 50",1600,46.8159620,6.8687202,fribourg
944,1,"Estavayer-le-Lac, Croix-de-Pierre 12",500,46.8433492,6.8562273,fribourg
945,3.5,"Estavayer-le-Lac, Chemin des Autrichiens 12",1250,46.8480641,6.8549663,fribourg
946,4.5,"Fribourg, Route de Beaumont 18",1936,46.7967059,7.1412366,fribourg
947,1.5,"Fribourg, Rue de Lausanne 74",500,46.8052807,7.1574967,fribourg
948,3.5,"Granges-Paccot, Route du Lac 13",1324,46.8243586,7.1511480,fribourg
949,2.5,"Châtonnaye, Chemin de la Poste 4",1060,46.7520946,6.9371504,fribourg
950,4.5,"Fribourg, Rue du Botzet 3",1750,46.7967735,7.1563672,fribourg
951,4.5,"Romont FR, Avenue Gérard-Clerc 26",1865,46.6942427,6.9133699,fribourg
952,3.5,"Cottens FR, Route de Lentigny 12",1120,46.7535621,7.0292017,fribourg
953,4.5,"Schmitten FR, Bodenmattstrasse 40",1472,46.8512466,7.2484875,fribourg
954,4.5,"Fribourg, Bd de Pérolles 53",2140,46.7968368,7.1538578,fribourg
955,3,"Villars-sur-Glâne, Chemin de la Fontaine 9",1520,46.7906436,7.1195003,fribourg
956,3.5,"Fribourg, Route de Bertigny 25",1350,46.8029259,7.1431199,fribourg
957,2.5,"Wünnewil, Sensebrück 14-14A",1900,46.8749095,7.2710256,fribourg
958,4.5,"Farvagny-le-Grand, Place de l'Eglise 4",1610,46.7214619,7.0659624,fribourg
959,2.5,"Cottens FR, route de Belmont 2",1550,46.7545574,7.0355695,fribourg
960,4.5,"Düdingen, Hägliweg 7",2373,46.8513871,7.1895621,fribourg
961,2.5,"Marly, Rue des Frères-Lumière 18",1720,46.7746165,7.1551452,fribourg
962,4.5,"Matran, Rte de l'Ecole 1",1800,46.7857228,7.0959671,fribourg
963,4.5,"Matran, IMP. CHAMP-RIOND 8",2250,46.7886392,7.1042938,fribourg
964,3.5,"Marly, Rue des Frères-Lumière 31",1900,46.7753232,7.1564490,fribourg
965,5.5,"Fribourg, Route-Neuve 7",2470,46.8019792,7.1523553,fribourg
966,4.5,"Matran, Impasse de Champ-Riond 5",N/A,46.7865205,7.1030075,fribourg
967,3.5,"Matran, Impasse de la Source 18",1410,46.7871775,7.0975063,fribourg
968,2.5,"St-Aubin FR, Impasse de la Fava 1",1380,46.8839662,6.9852135,fribourg
969,5.5,"Kerzers, Gärteli 13",2045,46.9750993,7.2034556,fribourg
970,4.5,"Granges-Paccot, Route de Chavully 5",1770,46.8247255,7.1426813,fribourg
971,4.5,"Courtion, Route de l'Eglise 36",1950,46.8570329,7.0697766,fribourg
972,4.5,"Fribourg, Rue François-d'Alt 5",2000,46.8098743,7.1543336,fribourg
973,3.5,"Schwarzsee, Schwarzseestrasse 201",1090,46.6722952,7.2917571,fribourg
974,3.5,"Fribourg, Rue de Lausanne 20",1750,46.8057299,7.1598049,fribourg
975,3.5,"Lully FR, Route du Yau 8",1320,46.8329079,6.8452659,fribourg
976,2.5,"Bulle, Rue Pierre-Ardieu 28",1340,46.6159436,7.0504129,fribourg
977,4.5,"Matran, IMP. CHAMP-RIOND 26",2300,46.7877683,7.1048624,fribourg
978,2,"Fétigny, RTE DE BRIT 3A - LE VERGER DE BRIT A",1150,46.7954724,6.9147573,fribourg
979,4.5,"1726 Farvagny-le-Grand, Contact agency for the address",1700,46.7201386,7.0643082,fribourg
980,2.5,"Domdidier, Rue Centrale 8",1280,46.8674996,7.0124108,fribourg
981,4.5,"1696 Vuisternens-en-Ogoz, Contact agency for the address",1950,46.7028029,7.0485914,fribourg
982,3.5,"Bulle, Rue du Château d'Enbas 31",1350,46.6215267,7.0539968,fribourg
983,3.5,"Marly, Route de Corbaroche 28",1400,46.7700598,7.1639898,fribourg
984,3.5,"Belfaux, Route des Vuarines 22",1120,46.8174465,7.1087137,fribourg
985,2.5,"Fribourg, Rue de l'Hôpital 29",1200,46.8061898,7.1544227,fribourg
986,2.5,"Romont FR, Ch. de la Terrassette 7",1350,46.6954288,6.9150755,fribourg
987,3.5,"Villars-sur-Glâne, Chemin Pérolles d'en Haut 12",1850,46.7954115,7.1368697,fribourg
988,3.5,"Giffers, Dorfstrasse 48-50",1750,46.7650842,7.2046365,fribourg
989,3.5,"Neyruz FR, Route du Marchet 9",1800,46.7712203,7.0719810,fribourg
990,3.5,"Villars-sur-Glâne, Chemin du Verger 8",1420,46.7923785,7.1279681,fribourg
991,4.5,"Matran, Impasse de Champ-Riond 11",N/A,46.7871005,7.1041593,fribourg
992,4.5,"Bulle, Rue Pierre-Sciobéret 25",2290,46.6129922,7.0559873,fribourg
993,5.5,"Cheyres, Chemin de la Condémine 29",2480,46.8175523,6.7911492,fribourg
994,4.5,"Vuissens, Route de la Bioleire 12",2070,46.7363316,6.7622812,fribourg
995,3.5,"Billens, Chemin du Riau 4a",1650,46.6908312,6.8975315,fribourg
996,3.5,"Bulle, Rue de la Léchère 18",1650,46.6215167,7.0566102,fribourg
997,4.5,"Fribourg, Avenue Jean-Marie Musy 32",1490,46.8093371,7.1785308,fribourg
998,2.5,"Cormérod, Route d'Avenches 12",1050,46.8712836,7.0873652,fribourg
999,2.5,"Estavayer-le-Lac, Champ-de-Lune 2",1350,46.8502858,6.8573124,fribourg
1000,5,"1700 Fribourg, Contact agency for the address",2600,46.8098165,7.1668459,fribourg
1001,3.5,"Estavayer-le-Lac, Rue du Four 18",1390,46.8498613,6.8485818,fribourg
1002,4.5,"Düdingen, Halta 34",1944,46.8500043,7.1876415,fribourg
1003,N/A,"1726 Farvagny-le-Grand, Contact agency for the address",1550,46.7220326,7.0594735,fribourg
1004,3.5,"Billens, Chemin du Riau 4a",1650,46.6908288,6.8975371,fribourg
1005,2.5,"La Tour-de-Trême, Rue de la Porte-d'en-Bas 8",1200,46.6056730,7.0693908,fribourg
1006,5.5,"Rueyres-les-Prés, Chemin Clos-Marmy 19",2240,46.8594644,6.9163126,fribourg
1007,4.5,"Rueyres-St-Laurent, Route du Ferrage 7",1730,46.7160581,7.0355445,fribourg
1008,3.5,"Cottens FR, Route de Fribourg 50",1690,46.7526827,7.0336236,fribourg
1009,4.5,"Pensier, Route de la Gare 7",1600,46.8429009,7.1378640,fribourg
1010,4.5,"Ursy, Chemin du Soleil 46",2560,46.6316805,6.8398376,fribourg
1011,2.5,"Givisiez, Rte des Taconnets 4",1310,46.8157096,7.1309343,fribourg
1012,3.5,"Fribourg, Samaritaine 27",1510,46.8039216,7.1672529,fribourg
1013,5,"Fribourg, Rte des Vieux-Chênes 5",1500,46.8122065,7.1758379,fribourg
1014,3.5,"Cottens FR, route de Belmont 2",1940,46.7545574,7.0355695,fribourg
1015,2.5,"Fribourg, MONSEJOUR 7",1276,46.8008972,7.1474805,fribourg
1016,3.5,"Marly, Allée Charles-Edouard-Guillaume 8",1840,46.7759588,7.1551887,fribourg
1017,5.5,"Marly, Allée Louis-Daguerre 4",2690,46.7767053,7.1538479,fribourg
1018,4.5,"Matran, IMP. CHAMP-RIOND 7",2170,46.7876928,7.1036580,fribourg
1019,4.5,"Domdidier, Route de Coppet 7",2430,46.8615355,7.0235145,fribourg
1020,4.5,"Fribourg, Rte des Arsenaux 3d",1965,46.8008226,7.1504555,fribourg
1021,4.5,"Fribourg, Rte de Beaumont 5",1585,46.7958466,7.1428498,fribourg
1022,3.5,"La Tour-de-Trême, Rue des Auges 5",1770,46.6071383,7.0702563,fribourg
1023,1.5,"Rue, Rue du Casino 17",980,46.6190608,6.8220653,fribourg
1024,2.5,"Marly, Rue des Frères-Lumière 22",1730,46.7748942,7.1538850,fribourg
1025,4.5,"Fribourg, Avenue de Beauregard 36",2000,46.8018923,7.1453708,fribourg
1026,3.5,"Düdingen, Peterstrasse 23",1480,46.8527657,7.1985736,fribourg
1027,3.5,"Marly, Chemin des Epinettes 61",1650,46.7790751,7.1502783,fribourg
1028,1,"Fribourg, RUE PERE-GIRARD 8",1000,46.8077288,7.1558961,fribourg
1029,3.5,"Sugiez, Chemin des Sauges 20",1762,46.9648823,7.1211423,fribourg
1030,3.5,"St-Aubin FR, Route de Villars 14",1450,46.8876561,6.9833498,fribourg
1031,4.5,"Fribourg, Route des Arsenaux 20",2056,46.7956839,7.1523356,fribourg
1032,3.5,"Matran, IMP. CHAMP-RIOND 24",2280,46.7876685,7.1046011,fribourg
1033,4.5,"Matran, IMP. CHAMP-RIOND 22",2230,46.7875600,7.1043922,fribourg
1034,2.5,"Fribourg, Route de la Glâne 17E",1386,46.7948858,7.1438434,fribourg
1035,4.5,"St-Aubin FR, Rte de Villars 38",1830,46.8887082,6.9855802,fribourg
1036,4.5,"Fribourg, Av. Jean-Marie Musy 7",1380,46.8088937,7.1758380,fribourg
1037,3.5,"La Tour-de-Trême, Rue des Agges 32",1410,46.6125926,7.0509508,fribourg
1038,4.5,"Fribourg, Rue de Romont 17",2600,46.8048616,7.1546238,fribourg
1039,4.5,"Marly, Route de Fribourg 37",2250,46.7849607,7.1478059,fribourg
1040,3.5,"Neyruz FR, Route du Puits 1",1290,46.7688271,7.0673951,fribourg
1041,4.5,"Courtaman, RTE PRINCIPALE 13",1595,46.8692194,7.1258139,fribourg
1042,4.5,"Vuadens, Route Principale 314",1270,46.6183598,7.0102507,fribourg
1043,3.5,"Dompierre FR, Vers le Ru 6",1500,46.8517459,6.9918297,fribourg
1044,3.5,"Billens, Chemin du Riau 4a",1650,46.6908288,6.8975371,fribourg
1045,5.5,"Marly, Rte du Roule 21",2900,46.7764900,7.1637104,fribourg
1046,4.5,"Fribourg, Rue de la Carrière 20",1580,46.8034141,7.1455557,fribourg
1047,3.5,"Chavannes-les-Forts, Route d'Oron 158",1665,46.6481732,6.8949649,fribourg
1048,3.5,"Courtaman, La Praly 10",1350,46.8707246,7.1284362,fribourg
1049,4.5,"Fribourg, Rte Sainte Thérèse 2a",2020,46.8100706,7.1480402,fribourg
1050,7.5,"Montet (Broye), Au Village 11",2363,46.8159931,6.8700841,fribourg
1051,2.5,"Gletterens, Route de la Ria 8A",1170,46.8949131,6.9377481,fribourg
1052,3.5,"Mézières FR, Chemin de la Prâli 2",1600,46.6775779,6.9249462,fribourg
1053,4.5,"Chénens, Route de la Gare 38",1331,46.7444471,7.0002725,fribourg
1054,3.5,"Bulle, Rue Nicolas-Glasson 9-11-11A",1730,46.6171279,7.0556348,fribourg
1055,3,"Marly, Chemin du Bois-des-Rittes 20",1390,46.7866946,7.1474442,fribourg
1056,1.5,"Estavayer-le-Lac, GRAND-RUE 27",905,46.8496579,6.8469395,fribourg
1057,3.5,"Mézières FR, Chemin du Tremblex 2",1760,46.6787944,6.9246339,fribourg
1058,1.5,"Fribourg, Route de la Glâne 17",N/A,46.7955573,7.1446888,fribourg
1059,2.5,"Belfaux, Rte des Vuarines 18",850,46.8175799,7.1081888,fribourg
1060,3.5,"Châtel-St-Denis, Route de Vevey 137",1495,46.5221325,6.8981430,fribourg
1061,3.5,"Marsens, Le Châtelard 76",1805,46.6595506,7.0624127,fribourg
1062,4.5,"Fribourg, Route Mon-Repos 5c",1485,46.8085840,7.1733323,fribourg
1063,3.5,"Fribourg, Route du Jura 43B",N/A,46.8101079,7.1463956,fribourg
1064,5.5,"Broc, Rue du Prieuré 6 a",2560,46.6037532,7.0963701,fribourg
1065,N/A,"Fribourg, Avenue de Beauregard 3",1265,46.8023221,7.1486003,fribourg
1066,3.5,"Düdingen, Mühleweg 9",1450,46.8469113,7.1869279,fribourg
1067,4.5,"Bulle, Chemin des Pilons 12",2240,46.6244200,7.0639805,fribourg
1068,3.5,"Fribourg, Route de Marly 27",1500,46.7904086,7.1600620,fribourg
1069,3.5,"Domdidier, Route de Saint-Aubin 32",1350,46.8688504,7.0121961,fribourg
1070,4.5,"Treyvaux, En Chantemerle 3",1510,46.7290164,7.1388386,fribourg
1071,5.5,"Montet (Broye), Les Grands Champs 52",1990,46.8173540,6.8682020,fribourg
1072,3.5,"Aumont, Place du Village 3",1490,46.7997197,6.8491994,fribourg
1073,3.5,"Fribourg, Impasse du Castel 20",1430,46.8162615,7.1752875,fribourg
1074,2.5,"Granges-Paccot, Rte de Chamblioux 21",1650,46.8131914,7.1397819,fribourg
1075,3.5,"Romont FR, Rte du Pré de la Grange 16",1445,46.6856553,6.9148347,fribourg
1076,2.5,"Fribourg, Rte Sainte Thérèse 2a",1370,46.8100706,7.1480402,fribourg
1077,5.5,"Fribourg, Route du Jura 43C",2195,46.8101079,7.1463956,fribourg
1078,3.5,"Matran, IMP. CHAMP-RIOND 8",2000,46.7886392,7.1042938,fribourg
